eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.31,51.395553969007295,10.600385595051023,4.851170114269299,1.7395140464812828,503829.6674540856,503867.71915594547,0.00559472010660389,0.0038074678641695247
