eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.18,44.88739769517636,10.213770558062802,6.287696685939072,2.3470302161588363,549716.5537819123,549754.6054837722,0.00391385679172096,0.09318003110594197
