eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.12,41.88988319933973,9.867043543060918,7.163857709251117,2.6835224995158473,268475.29368349956,268510.3057580264,0.003971877843639726,0.450626053447006
