eps,avg_N,max_N,avg_R,max_R,avg_ratio,max_ratio,max_S_prime,clusters_found
1.4800000000000006,10.8028836811628,26,1.8221583847694847,2.0319278838412287,10.85377580965896,42.167692208078975,12.970790743042093,25731
1.4900000000000007,10.818434343434344,24,1.8381950244473932,2.1141234274251435,10.677022430571954,39.610322213993285,14.041404494132353,27720
1.5000000000000007,10.848538298219827,32,1.8543352432078315,2.395035439787215,10.533609921423524,42.557521466560864,18.02078731078018,30615
1.5100000000000007,10.868254827648439,25,1.8695219565975372,2.0270594340141166,10.390696505882302,61.42076447746742,12.908709805680148,33246
1.5200000000000007,10.891802562211478,27,1.883786426956227,2.330440637570704,10.261129038183878,45.94224747360705,17.061843822548262,36609
1.5300000000000007,10.896591053098467,28,1.8984471993804162,2.1706372721497074,10.103634083071121,55.13191339714692,14.802135817186112,39455
1.5400000000000007,10.918073970690859,28,1.91626774148833,2.322600758036551,9.93878315782447,45.52026019663305,16.94724077189741,42990
1.5500000000000007,10.940298828797795,27,1.9324012236075214,2.3034618894364858,9.805358603922908,45.313222773042426,16.669091682005384,46448
1.5600000000000007,10.972572452942934,28,1.9502653742448797,2.2263186919509863,9.648767865081902,44.32475146883173,15.57128802235345,50205
1.5700000000000007,10.97759599758979,29,1.963987890119657,2.330375953194324,9.531841740856564,41.86779959012534,17.060896688866016,54767
1.5800000000000007,11.01330238972134,28,1.9836843978213379,2.4154619101259547,9.3738663112127,48.29856374136201,18.329484858979644,59463
1.5900000000000007,11.032410365084065,30,1.9975299413038858,2.428381459468069,9.265145003774961,35.791908970993724,18.526086586212237,64177
1.6000000000000008,11.045448629889378,30,2.013292527223401,2.5083351708158825,9.130962080650399,48.39136568777476,19.76610090432164,69155
1.6100000000000008,11.082959760913651,30,2.0324184496018742,2.3997386417203175,8.99950469862891,46.27251993588999,18.091632709266847,74952
1.6200000000000008,11.095840823157504,32,2.0477111830613732,2.5435668854783002,8.88148548893436,40.99765761703854,20.32526409552415,80665
1.6300000000000008,11.127762834086877,31,2.066646295695505,2.5585433091705916,8.741848966279752,39.234109863605404,20.565317475316764,87365
1.6400000000000008,11.150592973819647,30,2.0836328741754997,2.5323484395726448,8.614295824398907,35.28837696618515,20.14636961575015,93849
1.6500000000000008,11.181485402218112,34,2.101228312407199,2.649712914661328,8.505419300610386,36.64493888334348,22.057054571246173,101077
1.6600000000000008,11.204687110446272,33,2.118187264053587,2.564000143070634,8.391251146165278,50.64240763758895,20.653134002474484,108297
1.6700000000000008,11.233436884180815,32,2.1367998784759714,2.9529209576040323,8.270927282575512,51.24012139902868,27.393877979719345,116207
1.6800000000000008,11.271492923037533,36,2.1555962921294283,2.8009517082128155,8.16184414823286,55.139492481059975,24.64683257500344,124983
1.6900000000000008,11.289499913817007,36,2.172473862642861,2.7803885927114758,8.054877698481503,43.52525134691207,24.28627278643966,133437
1.7000000000000008,11.318241657205347,33,2.1900001108204274,2.785661139509327,7.9481722981172425,48.2746182565424,24.3784699156088,143567
1.7100000000000009,11.355965481028264,38,2.2099483116354355,3.046382228969466,7.837317930352164,38.788027847502725,29.155376844382666,153307
1.7200000000000009,11.38318008741751,35,2.2271901494427238,3.0397896649769343,7.740395655467429,39.81537685177674,29.029325221665477,163354
1.7300000000000009,11.418393752587754,38,2.2474044777984976,3.163529107417286,7.626260999745662,43.2638044025138,31.440796682318208,173896
1.7400000000000009,11.42917778447237,39,2.262493766610716,3.0418316903967133,7.533190990374552,47.317465878196614,29.06834011231193,185888
1.7500000000000009,11.480463526217887,42,2.285589820532198,3.414681669982571,7.424191665331241,47.25287306709565,36.63113027090368,198910
1.760000000000001,11.520267873611328,37,2.3058370297386994,3.000374487014891,7.324506409134515,37.617691926757544,28.281393236815816,211443
1.770000000000001,11.559354073598517,40,2.325598050051158,3.53766876096128,7.230880065967997,36.02881594827507,39.31734704292268,224298
1.780000000000001,11.593250979210605,40,2.3456700546624254,3.3769433937671955,7.132501491813345,33.97642174399325,35.82592680807731,238968
1.790000000000001,11.626322977797194,39,2.3647692026475284,3.3394012151752177,7.043550467353338,38.228604256659786,35.03378613089899,254067
1.800000000000001,11.665664868885996,38,2.3851755146165377,3.3901604561501966,6.951917711178607,35.456114340922916,36.10691473091224,268850
1.810000000000001,11.705789131210512,39,2.4068200994422346,3.424945548156563,6.856089415444047,46.78559607444097,36.851673532579085,285846
1.820000000000001,11.741586208038687,46,2.4266656249113643,3.6989905967356527,6.770298452887117,43.2276862364896,42.98494023788676,301915
1.830000000000001,11.780077247147052,47,2.447154354445555,3.7485716608788424,6.688817522425763,61.82387756126501,44.14499865276105,319494
1.840000000000001,11.82364913837734,57,2.468506408745385,4.4326675239872095,6.600722430969359,38.27125149019767,61.72771324754242,338025
1.850000000000001,11.867133571542492,46,2.4907191283043213,3.80486777772248,6.513220073980689,40.2107638392571,45.48089592665632,357389
1.860000000000001,11.90872514173485,51,2.5120380532418896,3.928928883915826,6.429659567405017,29.980903483493393,48.49513899783528,377289
1.870000000000001,11.954369436406575,48,2.534259701800601,3.939893687258092,6.345635072162341,34.09214372770588,48.766195901101824,398461
1.880000000000001,12.00015019811847,56,2.5565244812348245,4.0987699465336,6.268069935063437,51.03445749759412,52.77848977931793,419446
1.890000000000001,12.041490834052519,49,2.5784304120205297,3.848580339161984,6.186733501437584,40.992915358712786,46.53192146985984,441471
1.900000000000001,12.096214487308183,48,2.602301243425626,3.9960049497197567,6.108071376673619,38.787282045704984,50.16512603370701,465221
1.910000000000001,12.144673738242705,62,2.625852904676799,4.4273930751969885,6.0288627867305475,38.1323905232939,61.58090054100378,489377
1.920000000000001,12.198194040372174,47,2.649616198587713,4.203354147016636,5.952762090114154,35.91523136441765,55.50624360765352,513522
1.930000000000001,12.240431262848997,54,2.67179760278935,4.416517469030981,5.878907291993824,45.15873551447756,61.27873308651608,539439
1.940000000000001,12.303152037914357,55,2.6980723387912646,4.492100021414883,5.802046557237295,33.402894593099184,63.39408066874917,565063
1.950000000000001,12.354322782875393,58,2.720923406039316,4.581451480348557,5.7344629709870345,31.4396792682553,65.94107999105196,592107
1.960000000000001,12.416790639700857,53,2.7473962565765855,4.434991773551641,5.660597472695329,30.901156083206665,61.79246352440918,621775
1.970000000000001,12.476747881682805,59,2.7735919843977275,4.462379753052985,5.587085737301025,36.69186438133413,62.55801005489234,648156
1.980000000000001,12.527906880850136,56,2.7972735774809445,4.726720966980679,5.520066456602935,39.7033040672114,70.18912094610425,679044
1.990000000000001,12.588911706049776,75,2.8239845642758055,5.576972703836073,5.449420808511882,38.95586468073171,97.71177676012904,709018
