eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.26,48.89235471355942,10.368401668464017,5.3603040995745905,1.92472116783911,521341.92922394996,521379.9809258098,0.004926727279648269,0.015534668725251968
