eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.37,54.40664006081269,11.245956388868315,4.186273965522954,1.6345440166253353,484381.6941724615,484419.7458743214,0.00599544198748625,0.001503505048781911
