eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.39,55.4106602136408,11.089179832210018,4.073267319358009,1.529127696580059,478568.91797012126,478606.9696719811,0.004638341823935965,0.026976167090163816
