eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.19,45.38657573795748,10.095903559759419,6.2542695738450265,2.239289977686249,545792.5861666853,545830.6378685453,0.0032235459269104316,0.24927440325813366
