eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.15,43.38743982218395,9.771460529366468,6.860353929940856,2.399061361372528,390889.38073387934,390925.98758053756,0.0033046649354963042,0.43109621416980737
