eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.29,50.394041542987246,10.556908868880836,5.052965482314718,1.821532378572896,510558.13956231467,510596.19126417453,0.005202954711835517,0.008875242967345326
