eps,a1,b1,loc1,scale1,a2,b2,loc2,scale2,alpha,AIC,BIC,KS_stat,KS_pval
1.2,51.528774158666295,10.014110231103324,6.026166835999495,1.9357289126310202,51.528774158666295,10.014110231103324,6.026166835999495,1.9357289126310202,0.5,542626.9671228227,542712.5834520074,0.9999957915195139,0.0
