eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.34,52.90587592356036,10.798724896345975,4.534692708048155,1.6617439896407538,494494.6379151461,494532.68961700593,0.005951404958506767,0.001670379096208645
