eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.13,42.38836126676108,9.909333536211854,7.048237982684971,2.602206467926583,303656.98128424934,303692.5230239702,0.00311544658655194,0.676718941948322
