eps,a1,b1,loc1,scale1,a2,b2,loc2,scale2,alpha,AIC,BIC,KS_stat,KS_pval
1.35,53.0134939152442,10.70152293258276,4.465148737342112,1.612515818894548,53.0134939152442,10.70152293258276,4.465148737342112,1.612515818894548,0.5,491389.5019562429,491475.1182854276,0.9999997421469162,0.0
