eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.35,53.40028261531927,10.682067294510842,4.471330543711946,1.5968741547074172,491379.20344194106,491417.2551438009,0.004968049740559255,0.014314466282322906
