eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.28,49.89334875995678,10.548679352720297,5.128682151385689,1.870309238286224,514180.26150864427,514218.31321050413,0.003907145175497395,0.09416353806151867
