eps,a1,b1,loc1,scale1,a2,b2,loc2,scale2,alpha,AIC,BIC,KS_stat,KS_pval
1.3,55.230926618117046,10.531314765228602,4.919747277782266,1.6395506353616145,55.230926618117046,10.531314765228602,4.919747277782266,1.6395506353616145,0.5,507210.8066361951,507296.42296537984,0.9999991478238547,0.0
