eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.4,55.90653134791759,10.897295793220287,4.030798622539149,1.4635040396913124,476598.8522984919,476636.9040003518,0.005990891571040602,0.0015200007479726073
