eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.1,40.90361269567826,10.04798927094114,7.423985016620458,2.907774892520433,203133.75023799943,203167.60242278335,0.0024770573010774455,0.9823486910654935
