eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.21,46.390626256779875,10.270400739377475,5.965632397805812,2.1623971595019973,537766.8239411267,537804.8756429866,0.004289189947586869,0.050329435505129805
