eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.17,44.391588385917075,10.365403624978553,6.35813561322327,2.4611013235315236,497582.33628405415,497619.9666771825,0.003887636272288608,0.13129747718153717
