eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.2,45.88505952823175,10.013559896387926,6.120853701860931,2.155768152849847,542618.4265049719,542656.4782068318,0.0027294823500223497,0.44480054655164125
