eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.11,41.39455525410363,9.91756583435427,7.331348681146433,2.7641567214774274,233165.02470579115,233199.45688336974,0.003446896244752362,0.7209509660332936
