eps,a1,b1,loc1,scale1,a2,b2,loc2,scale2,alpha,AIC,BIC,KS_stat,KS_pval
1.4,50.885689253436034,10.915585523171293,4.0834996652064355,1.6006007020896624,50.885689253436034,10.915585523171293,4.0834996652064355,1.6006007020896624,0.5,476610.66276607674,476696.2790952615,0.999999409652316,0.0
