eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.14,42.8764533444812,10.137850670731906,6.822513137781314,2.608427176722402,340966.5468180746,341002.58073586726,0.003504500735709959,0.44750636437822966
