eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.22,46.892246391924054,10.527539876950263,5.709153906227428,2.1896593784384866,534956.3451847652,534994.3968866251,0.004059762447750415,0.07383306398528955
