eps,a1,b1,loc1,scale1,a2,b2,loc2,scale2,alpha,AIC,BIC,KS_stat,KS_pval
1.25,53.90721471897983,10.196863143076948,5.4548538073875,1.744122373764631,53.90721471897983,10.196863143076948,5.4548538073875,1.744122373764631,0.5,524708.9287681349,524794.5450973196,0.9999981377113127,0.0
