eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.25,48.389324406484874,10.211741315779925,5.530252462190655,1.9320517486085957,524700.3673287886,524738.4190306485,0.004291300714536206,0.050147394811845936
