eps,a1,b1,loc1,scale1,a2,b2,loc2,scale2,alpha,AIC,BIC,KS_stat,KS_pval
1.1,10.225307966012643,11.220676188979203,9.604444065467385,10.979034206113038,10.225307966012643,11.220676188979203,9.604444065467385,10.979034206113038,0.5,203183.96074546096,203260.1281612248,0.9999772240214981,0.0
