eps,a1,b1,loc1,scale1,a2,b2,loc2,scale2,alpha,AIC,BIC,KS_stat,KS_pval
1.15,39.55146998067141,9.800659452617431,6.940984193022948,2.6219161216590883,39.55146998067141,9.800659452617431,6.940984193022948,2.6219161216590883,0.5,390900.2676300767,390982.63303505775,0.9999903245940618,0.0
