eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.36,53.9016940693655,10.730556343007821,4.388797047649347,1.5669480645832092,487876.7272343315,487914.77893619135,0.006182239883680385,0.0009538155090561837
