eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.24,47.89123539951784,10.303020672370046,5.622327445125899,2.006553443112469,527723.3329657248,527761.3846675847,0.004607958666279388,0.028535826015849697
