eps,a,b,loc,scale,AIC,BIC,KS_stat,KS_pval
1.16,43.88591845564231,10.092905920844915,6.5727800007274055,2.4461322395051917,444007.1782371276,444044.3197761689,0.0027890288024412513,0.5642556650102681
