eps,n,w,meanS,gamma_k,gamma_th,invg_k,invg_scale,ks_invg
1.2,10,0.7600895165802247,1.9124843149893445,20.12095817671366,0.09504936584991744,20.120954467681546,330.5221472827851,0.030093983589913997
1.2,11,0.13745028956799177,2.0736013574886014,25.7672879472707,0.08047417957729772,25.767287858717296,429.4236952474449,0.035016917741442555
1.2,12,0.057346559206447614,2.456570298047895,27.370307088028035,0.08975311421048747,27.370309650431462,420.03127708778084,0.031106770899179237
1.2,13,0.027081789726762735,2.911449938070026,31.02312023763101,0.09384774696319684,31.023119078138105,435.180434901351,0.028851506948100347
1.2,14,0.011378585577548273,3.338942897680559,34.638870374849255,0.0963929499301719,34.63887004363175,456.28125454344456,0.032883574531358484
1.2,15,0.004369981703536812,3.7278408756316797,37.9749910580046,0.09816568145961163,37.97498912472814,480.0444103321636,0.05337428391098664
