twolnLR,p_bruteforce,p_gpd,p_gpd_lo,p_gpd_hi,p_mechanistic,z_gpd
50.0,0.027059108160827423,0.02709117374250862,0.026447666956579123,0.02774960687804805,0.06899990154994651,1.925375907138243
55.0,0.005171397033251176,0.005304107180022238,0.00506048153869874,0.0055705108480597456,0.02643880015201061,2.5553464832766712
60.0,0.0008089758516928009,0.0008438457411145263,0.0007293195239245593,0.0009530031442209477,0.009864841901044197,3.140309990151289
63.0,0.0002570577472668713,0.00024746031696789916,0.00019107299884663908,0.0003028742436728403,0.00540610988412582,3.4834905280635295
70.0,7.5605219784373915e-06,8.715190570840797e-06,3.910433486110011e-06,1.497405369065072e-05,0.0012519859588571158,4.295495196810094
80.0,0.0,1.0452784776371707e-08,2.524244290481923e-10,7.844094175016793e-08,0.00010452669155125438,5.604335277203832
90.0,0.0,2.4331687050560596e-14,0.0,4.2926384366733853e-11,4.367784100067773e-06,7.535455335096878
100.0,0.0,0.0,0.0,6.207254985145526e-17,9.777555509682401e-08,37.0470962993612
