eps,n,meanN,meanR,medR,stdR,meanRt,medRt,stdRt,meanS,meanU,medU,frac_cens,Rt_q05,R_q05,u_q05,Rt_q25,R_q25,u_q25,Rt_q50,R_q50,u_q50,Rt_q75,R_q75,u_q75,Rt_q90,R_q90,u_q90,Rt_q95,R_q95,u_q95,Rt_q99,R_q99,u_q99
1.45,19793,10.746880210175314,11.392175531798673,10.84531656134329,2.837071833459707,23.952049055606707,22.80227807022427,5.964943529849034,3.1470390016853322,1.4968080864139512,1.4359680453211385,0.0,16.832634422490276,8.006009237807504,0.9175604580121902,19.951647523754446,9.489487526161449,1.2149011446263216,22.80227807022427,10.84531656134329,1.4359680453211385,26.6345406774476,12.66803361590849,1.6831665181557751,31.22079221533146,14.849366095282502,1.9969367784869725,34.88391948416265,16.591638280220046,2.335496978776031,44.27337105665689,21.05748920649555,3.0636219362725474
1.5,30615,10.848538298219827,10.533609921423523,10.041106685406916,2.6005293758769894,23.70062232320293,22.59249004216556,5.851191095723226,3.438559194202648,1.5282485307567326,1.4539061552567027,0.0,16.62025676399527,7.386780783997897,0.9352028648229997,19.741895602993843,8.774175823552818,1.229245980364568,22.59249004216556,10.041106685406916,1.4539061552567027,26.393199519226663,11.730310897434073,1.7139413696425312,30.87128682875263,13.720571923890057,2.076273623924913,34.28936541639586,15.239717962842604,2.4543134027355236,43.16877426699777,19.186121896443453,3.2094731408549286
1.55,46448,10.940298828797795,9.805358603922908,9.349101871096227,2.436497818080791,23.55737404592479,22.46121724530869,5.853686007939101,3.7341744889998463,1.5542869881372927,1.4668067029332534,0.0,16.483631557713547,6.8610329064364395,0.9372763924151493,19.614666032309632,8.164273062355724,1.237411831723687,22.46121724530869,9.349101871096227,1.4668067029332534,26.21477070557414,10.911455028334707,1.7381090965305266,30.707342920655908,12.781412245850532,2.1573924751385576,34.243665226851206,14.253346608470846,2.5537114691320717,42.81316170325457,17.820254611136136,3.3438263712208287
1.6,69155,11.045448629889378,9.130962080650399,8.726818336990204,2.2728020380115184,23.375262926465023,22.34065494269493,5.818373217309489,4.053346800173588,1.5833385938178073,1.4834190983033266,0.0,16.354030816414166,6.388293287661782,0.9494221377556311,19.49398985872387,7.6148397885640104,1.251393648772758,22.34065494269493,8.726818336990204,1.4834190983033266,25.974940094367387,10.14646097436226,1.7661702685035423,30.42687733088206,11.885498957375804,2.241602380483045,33.79940820452412,13.202893829892231,2.6556734928442007,42.72682313088598,16.690165285502335,3.4715830790079565
1.65,101077,11.181485402218112,8.505419300610384,8.12323683704903,2.0891780581294728,23.156004045911775,22.11551228886598,5.687787263257489,4.415160420861607,1.6217301821346581,1.502967107998018,0.0,16.1571058509428,5.9346577964895495,0.9571689120912416,19.319711664036422,7.096312824255803,1.263771837963668,22.11551228886598,8.12323683704903,1.502967107998018,25.78693739772897,9.471786004675472,1.8068503743860602,30.171266562506638,11.082191574841742,2.3466401020600136,33.579267066763435,12.33398239366885,2.7706641264187004,42.13440224394845,15.47636446058713,3.6941414884583597
1.7,143567,11.318241657205347,7.948172298117244,7.5894026645881825,1.9683947357876115,22.97021794155883,21.933373700659846,5.688660786426197,4.796100485393484,1.6595503409666033,1.5212449089329287,0.0,15.983544395140099,5.530638199010416,0.9633406624774312,19.1481551961312,6.62565923741564,1.2771848185274994,21.933373700659846,7.5894026645881825,1.5212449089329287,25.563340298635737,8.845446470116173,1.8479196813012735,29.98572555934282,10.37568358454769,2.454169934506845,33.39203250562863,11.554336507137936,2.90052338770913,41.95965951494013,14.518913326968905,3.876758566273343
1.75,198910,11.480463526217887,7.424191665331242,7.102284438320016,1.843243036770598,22.73658697507693,21.750746092355048,5.644931800109957,5.223920827720405,1.7057700661944177,1.5442343833198295,0.0,15.76080992589663,5.146386914578492,0.9786451603536999,18.943473553048243,6.185624017321874,1.292550973142805,21.750746092355048,7.102284438320016,1.5442343833198295,25.340278367747487,8.27437660987673,1.899714539870935,29.633217883590042,9.676152778315116,2.5810235599155917,32.96189012733964,10.763066164029272,3.0390046070782057,41.67642277977523,13.608627846457217,4.1044182917535394
1.8,268850,11.665664868885996,6.951917711178606,6.652091981054571,1.7275547587406241,22.524213384218683,21.552778018616813,5.5972774183196226,5.689062235526266,1.755883406026625,1.566470579662298,0.0,15.550208698053156,4.799447129028752,0.9892565645184879,18.761563496990842,5.790606017589765,1.3057675854724866,21.552778018616813,6.652091981054571,1.566470579662298,25.13449144527334,7.757559088047326,1.968028539107551,29.373532336874604,9.065905042245248,2.701618125309444,32.57296271165455,10.053383552979797,3.197892087616277,41.17656236530832,12.708815544848248,4.3654965537240695
1.85,357389,11.867133571542492,6.5132200739806905,6.236272081758142,1.6320900252486408,22.291495703198912,21.34364119981724,5.585828111413474,6.203681776101039,1.812617027348733,1.5923356399347304,0.0,15.312563916083903,4.474087338519767,0.997041969552989,18.54051141766391,5.417242196541682,1.3226815973058574,21.34364119981724,6.236272081758142,1.5923356399347304,24.892308014165806,7.273136015826386,2.0509146856936074,29.113451703858082,8.506486984326685,2.836169068846736,32.33161208142581,9.44678220056269,3.3723042122219113,40.771549988884736,11.912797659279688,4.690217460010282
1.9,465221,12.096214487308183,6.108071376673619,5.849159008113444,1.5391857011214103,22.050137669791766,21.115464019289533,5.55646038104829,6.771971761534561,1.8758924547187155,1.6218468706924152,0.0,15.070864246472004,4.174754638911913,1.007763337654059,18.30544931647395,5.07076158351079,1.3392605452051165,21.115464019289533,5.849159008113444,1.6218468706924152,24.667541773049653,6.833114064556691,2.1540125571919924,28.852030345338296,7.992252173223905,2.984453571516498,32.05638716480107,8.879885641219134,3.5718886832081784,40.3040580682681,11.164559021680915,5.0058944414154345
1.95,592107,12.354322782875393,5.734462970987035,5.495090076398534,1.4542294047147002,21.8052954471782,20.895080015505425,5.529707311427647,7.403424181532593,1.9469886078981178,1.6527503757966704,0.0,14.825452812390271,3.898869904639125,1.0180684210367017,18.076012977674832,4.753718074339206,1.3565406581905783,20.895080015505425,5.495090076398534,1.6527503757966704,24.420454693608196,6.422210307326285,2.272570595601086,28.560930101702688,7.511092728915894,3.1464607990016775,31.73083976032852,8.344731034931893,3.797444634783792,39.889309306535324,10.490285156222308,5.398829379387858
2.0,741028,12.649782464360321,5.382010358259166,5.158236976618488,1.3733059539746768,21.528041433036663,20.63294790647395,5.493223815898707,8.122773743983926,2.0306934359959814,1.691735738110825,0.0,14.557800483514775,3.639450120878694,1.0300806854005358,17.791889395546743,4.447972348886686,1.3754223552926406,20.63294790647395,5.158236976618488,1.691735738110825,24.15707889088246,6.039269722720615,2.4057170862450548,28.317017704672228,7.079254426168057,3.3420377161516073,31.425047129191107,7.856261782297777,4.061336002971192,39.46016937512487,9.865042343781218,5.839783603732881
